Red_giant_type 2MASS_Identifier TEFF logg log_Fe/H_number_abundance log_alpha/Fe_number_abundance ln_stellar_mass ln_stellar_age chi2 Galactocentric_radius TEFF_ERR Uncertainty_in_log(g) Uncertainty_in_[Fe/H] Uncertainty_in_[a/Fe] Uncertainty_in_logM Uncertainty_in_logAge
I  2M20185430+1949389 4744.44 2.92   0.054  0.076  1.3604e-01  2.1614e+00  0.6    7.54   3.014 0.006 0.002 0.002 0.011 0.034
I  2M20190763+2012010 4659.53 2.36  -0.02   0.134 -2.0011e-01  2.8148e+00  1.2    7.3    4.723 0.014 0.004 0.004 0.022 0.062
I  2M20191315+1941228 4244.17 1.62  -0.316  0.121  1.8974e-01  1.7369e+00  0.97   8.15   2.143 0.01  0.003 0.004 0.018 0.056
I  2M20191434+1920366 4428.73 2.38   0.153  0.116 -6.7260e-02  2.7469e+00  1.9    6.99   2.923 0.011 0.003 0.003 0.018 0.054
I  2M20191884+1923011 4912.12 2.97  -0.113  0.057  1.0157e-01  1.9218e+00  2.25   6.98  15.495 0.026 0.011 0.008 0.045 0.139
I  2M20192049+1925472 4732.27 2.51  -0.595  0.246 -2.3913e-01  2.8102e+00  2.91   7.01  10.97  0.025 0.009 0.005 0.031 0.091
I  2M20192533+1920416 4886.07 2.91   0.145  0.039  1.9099e-01  1.7564e+00  1.81   7.29   7.729 0.014 0.006 0.004 0.028 0.084
I  2M00211887+5456071 4819.29 2.42  -0.107  0.039  9.9000e-03  2.1238e+00  0.89   9.16   4.158 0.01  0.004 0.003 0.018 0.05 
I  2M00212026+5439142 4719.51 2.3   -0.159  0.042  7.4100e-02  1.8502e+00  1.85   9.34   5.244 0.014 0.004 0.004 0.028 0.088
I  2M00212384+5500444 4914.84 2.98  -0.472  0.128  2.3979e-01  1.5258e+00  1.13   9.52  10.635 0.018 0.007 0.005 0.023 0.066
I  2M00212759+5514094 4399.39 1.76  -0.479  0.12   1.7256e-01  1.5654e+00  1.21  11.27   2.094 0.009 0.003 0.003 0.016 0.051
I  2M00213326+5453194 5045.19 2.77  -0.08   0.045  8.7444e-01 -3.6673e-01  0.95   8.62   5.297 0.012 0.004 0.003 0.02  0.057
I  2M00214145+5424531 4992.48 3.14  -0.352  0.144  3.5033e-01  1.2652e+00  3.7    9.11  17.164 0.027 0.011 0.009 0.043 0.125
I  2M00214545+5424262 4413.79 1.98   0.157  0.007  4.5711e-01  1.1686e+00  2.42   8.81   2.65  0.012 0.003 0.003 0.025 0.079
I  2M00215129+5513017 4788.36 2.33  -0.233  0.087  2.9586e-01  1.2009e+00  1.09  10.46   5.459 0.014 0.005 0.005 0.033 0.093
I  2M00215951+5420571 4541.43 1.88  -0.484  0.036  4.0056e-01  1.0267e+00  3.27  12.2    6.357 0.024 0.008 0.006 0.039 0.115
I  2M00220127+5411454 4261.85 1.52  -0.256  0.113  3.7368e-01  1.1921e+00  1.26  10.14   1.66  0.008 0.002 0.003 0.014 0.045
I  2M00220144+5424222 4512.58 1.91  -0.131  0.001  3.4647e-01  1.3535e+00  2.6   11.36   4.393 0.017 0.005 0.005 0.036 0.113
I  2M00220856+5519471 4903.55 3.05  -0.2    0.076  2.9523e-01  1.5971e+00  1.13   9.01   7.848 0.011 0.005 0.004 0.019 0.056
I  2M00222361+5410588 4542.49 1.81  -0.229  0.058  4.1564e-01  1.1722e+00  1.49   9.72   2.791 0.01  0.003 0.003 0.023 0.071
I  2M00222495+5505279 4387.69 1.73   0.059  0.116  7.0117e-01  8.0560e-02  3.92   9.55   3.029 0.013 0.003 0.004 0.026 0.08 
I  2M00222595+5419428 4510.9  2.18  -0.292  0.141  5.3160e-02  1.9007e+00  3.75   8.75   7.871 0.029 0.008 0.01  0.053 0.167
I  2M00222793+5504038 4662.31 2.31  -0.297  0.086  1.9228e-01  1.5822e+00  1.04  11.07   3.937 0.012 0.004 0.004 0.023 0.071
I  2M00222822+5422031 4981.85 3.1   -0.252  0.164  2.1968e-01  1.4244e+00  3.35   9.32  15.119 0.022 0.01  0.008 0.037 0.108
I  2M00223120+5532382 4787.12 2.43  -0.25   0.099  6.5305e-01  2.4420e-01  0.73   9.06   3.55  0.01  0.003 0.003 0.016 0.045
I  2M00223330+5532524 4910.08 2.51  -0.161  0.073  1.9878e-01  1.5091e+00  1.02   9.92   5.859 0.014 0.005 0.004 0.029 0.081
I  2M00223609+5405318 4340.17 1.76  -0.069  0.047  5.1527e-01  8.9562e-01  1.62  10.08   2.024 0.009 0.002 0.003 0.019 0.058
I  2M00224074+5400508 4802.52 2.36  -0.171  0.052  3.9190e-02  1.8001e+00  1.4    9.26   5.183 0.013 0.004 0.004 0.024 0.073
I  2M00224630+5509436 4572.51 2.24  -0.011  0.113 -7.6310e-02  2.5761e+00  0.38   8.8    1.587 0.005 0.001 0.002 0.009 0.026
I  2M00225028+5531530 4879.03 3.21   0.207  0.047  4.0395e-01  2.0751e+00  1.31   8.7    7.438 0.011 0.005 0.004 0.023 0.069
I  2M00225600+5535288 4829.37 3.15   0.057  0.049  2.8689e-01  2.0021e+00  1.21   8.95   8.905 0.014 0.006 0.005 0.026 0.078
I  2M00225602+5513157 4616.59 2.41  -0.074  0.05   3.2284e-01  1.4739e+00  0.6    9.03   2.353 0.007 0.002 0.002 0.016 0.049
I  2M00225973+5410095 4572.83 2.44  -0.337  0.217  1.0342e-01  1.8931e+00  1.29   8.35   2.975 0.01  0.003 0.003 0.015 0.045
I  2M00225986+5408414 4192.6  1.41  -0.216  0.078  5.8062e-01  6.7034e-01  1.34  10.47   1.499 0.007 0.002 0.002 0.013 0.041
I  2M00230065+5432537 5028.69 2.68  -0.069  0.037  6.1477e-01  4.1405e-01  2.27   8.58   7.903 0.018 0.006 0.004 0.039 0.111
I  2M00230408+5436210 4987.91 3.16  -0.123  0.064  3.3051e-01  1.3502e+00  2.71   9.23  13.252 0.019 0.009 0.007 0.039 0.115
I  2M00230884+5410226 4873.24 2.37  -0.442  0.075  2.9632e-01  1.0147e+00  3.35  10.83  12.036 0.03  0.01  0.008 0.047 0.138
I  2M00231015+5528361 4869.41 3.04  -0.168  0.076  2.9404e-01  1.6506e+00  1.12   9.51   7.875 0.012 0.005 0.004 0.021 0.061
I  2M00231507+5437117 4765.42 3.17   0.185  0.059 -7.3280e-02  2.7568e+00  1.18   8.32   3.922 0.007 0.003 0.002 0.011 0.034
I  2M00231544+5401386 4969.43 2.61   0.056  0.054  6.5918e-01  3.1835e-01  1.17   8.23   4.765 0.011 0.004 0.003 0.024 0.067
I  2M00231879+5422080 4672.89 2.13  -0.428  0.043  2.3441e-01  1.3811e+00  2.7   12.95   8.134 0.025 0.008 0.006 0.041 0.124
I  2M00232042+5514493 4717.7  2.59  -0.093  0.058  3.3572e-01  1.3519e+00  1.12  10.85   5.832 0.016 0.005 0.005 0.031 0.093
I  2M00232731+5450553 4932.72 2.59  -0.029  0.035  2.0513e-01  1.5194e+00  1.09   9.21   4.918 0.012 0.004 0.003 0.023 0.067
I  2M00232855+5509148 4952.36 2.57  -0.282  0.078  4.0059e-01  8.2921e-01  1.02   9.61   6.219 0.015 0.005 0.004 0.028 0.08 
I  2M00232856+5541544 4890.97 2.4   -0.364  0.108  1.4051e-01  1.4883e+00  1.02  11.02   6.479 0.016 0.006 0.005 0.029 0.081
I  2M00233253+5529279 4791.68 2.94  -0.07   0.042  1.9625e-01  2.0556e+00  1.45   9.72   7.336 0.014 0.005 0.004 0.023 0.068
I  2M00233267+5537043 4964.31 3.1   -0.284  0.088  3.1647e-01  1.3552e+00  0.97   8.78   7.458 0.011 0.005 0.004 0.019 0.056
I  2M00233712+5524268 4635.21 2.69  -0.165  0.139  1.9440e-02  2.4932e+00  1.18  10.09   3.854 0.009 0.003 0.003 0.018 0.052
I  2M00234815+5540404 4864.63 2.43  -0.284  0.069  5.7840e-02  1.9299e+00  1.05  10.8    6.677 0.017 0.006 0.005 0.029 0.08 
I  2M00235195+5356573 4752.51 2.43  -0.085  0.039  7.3490e-02  1.9119e+00  1.56   9.45   5.154 0.013 0.004 0.004 0.025 0.077
I  2M00235770+5505285 4273.88 1.75  -0.022  0.037  3.7699e-01  1.3339e+00  0.51   9.92   1.053 0.005 0.001 0.002 0.01  0.031
I  2M00240109+5524460 4934.54 2.86  -0.509  0.138  4.7148e-01  6.9658e-01  1.02  10.04   9.026 0.016 0.006 0.004 0.021 0.061
I  2M00240375+5443121 4561.49 2.01  -0.362  0.088  3.1187e-01  1.2293e+00  0.76  10.12   2.159 0.008 0.002 0.003 0.016 0.049
I  2M00240535+5400057 4521.98 2.27  -0.138  0.161  1.3557e-01  1.7610e+00  1.59   9.08   2.944 0.011 0.003 0.003 0.02  0.059
I  2M00240541+5355206 4848.43 2.35  -0.329  0.091  1.3749e-01  1.5443e+00  1.76   8.79   6.394 0.015 0.005 0.005 0.03  0.086
I  2M00241344+5543067 4647.48 2.6    0.057  0.062  6.1494e-01  6.4330e-01  3.24   9.31   6.027 0.018 0.005 0.005 0.039 0.109
I  2M00241727+5342442 4505.6  2.34  -0.104  0.07   1.2775e-01  2.0734e+00  0.33   8.32   1.348 0.005 0.001 0.002 0.009 0.027
I  2M00242050+5407275 4847.91 2.5    0.148  0.003  3.2605e-01  1.3226e+00  0.76   8.24   3.343 0.008 0.003 0.002 0.018 0.054
I  2M00242356+5520448 4167.41 1.87   0.054  0.093  1.0414e-01  2.2925e+00  0.58   8.84   1.018 0.005 0.001 0.002 0.008 0.025
I  2M00242666+5341178 4520.36 2.27   0.003  0.045  2.7582e-01  1.6511e+00  0.55   9.19   1.724 0.007 0.002 0.002 0.013 0.042
I  2M00243549+5536168 5014.85 2.68  -0.094  0.033  8.7352e-01 -3.8886e-01  0.55   8.42   3.811 0.009 0.003 0.002 0.013 0.038
I  2M00243774+5523359 4783.99 2.45  -0.456  0.122  1.9400e-01  1.4737e+00  0.97  11.41   5.829 0.015 0.005 0.004 0.022 0.066
I  2M00243956+5447223 4344.99 1.59  -0.438  0.112  2.9085e-01  1.1439e+00  1.45  13.43   2.261 0.01  0.003 0.003 0.019 0.057
I  2M00244160+5459191 4784.16 2.89   0.036  0.048  2.4132e-01  1.9409e+00  0.95   9.54   4.726 0.009 0.003 0.003 0.017 0.052
I  2M00244487+5437493 4677.37 2.42   0.129  0.004 -1.9010e-01  2.7355e+00  2.55  10.16   5.278 0.015 0.004 0.004 0.022 0.07 
I  2M00244504+5423040 4668.87 2.38  -0.221  0.08  -8.3150e-02  2.4960e+00  3.16  10.05   7.144 0.019 0.006 0.006 0.033 0.108
I  2M00244627+5505364 4729.58 2.3   -0.049  0.033  8.7043e-01 -3.0312e-01  0.33   8.68   1.838 0.006 0.002 0.001 0.01  0.028
I  2M00244733+5534121 4942.77 2.5   -0.281  0.092  7.9590e-02  1.6569e+00  1.36   9.36   6.053 0.015 0.005 0.005 0.027 0.075
I  2M00244869+5447597 4810.42 2.58  -0.411  0.114  1.7742e-01  1.5981e+00  0.55   9.11   3.983 0.009 0.003 0.003 0.013 0.038
I  2M00245156+5552519 4895.22 2.33  -0.356  0.04   1.3240e-02  1.8497e+00  0.92   9.19   4.56  0.011 0.004 0.003 0.018 0.052
I  2M00245262+5436375 4887.74 2.57  -0.064  0.014 -3.6060e-02  2.2776e+00  3.39   9.9    8.24  0.02  0.007 0.005 0.03  0.09 
I  2M00245466+5359105 4170.72 1.78   0.142  0.048  1.5367e-01  2.0893e+00  1.72  10.71   1.744 0.008 0.002 0.003 0.015 0.046
I  2M00245975+5500321 4607.68 2.46  -0.186  0.13   3.5660e-02  2.2973e+00  0.99  10.07   3.43  0.01  0.003 0.004 0.019 0.056
I  2M00251157+5442415 4647.6  2.51  -0.049  0.168 -2.0205e-01  2.9733e+00  1.08   9.12   3.17  0.009 0.003 0.002 0.014 0.039
I  2M00251551+5527196 5042.28 2.75  -0.127  0.046  6.3712e-01  2.5422e-01  1.02   8.92   5.705 0.013 0.004 0.003 0.026 0.074
I  2M00251709+5500106 4383.82 1.94  -0.318  0.128  1.3726e-01  1.9210e+00  0.48   9.89   1.345 0.006 0.002 0.002 0.01  0.032
I  2M00252105+5429054 4661.18 2.32  -0.149  0.153 -1.4176e-01  2.6124e+00  1.92   9.49   4.378 0.013 0.004 0.004 0.022 0.064
I  2M00252354+5528150 4939.43 3.08  -0.129  0.067  2.6594e-01  1.6012e+00  1.52   9.06   8.445 0.013 0.006 0.004 0.023 0.069
I  2M00252475+5350477 4333.99 1.76   0.031  0.063  9.5750e-02  2.1145e+00  1.06   9.78   1.663 0.007 0.002 0.002 0.013 0.041
I  2M00252629+5438524 4883.12 3.05  -0.057  0.036 -2.1168e-01  2.9187e+00  3.7    8.86  10.068 0.016 0.007 0.004 0.022 0.068
I  2M00252821+5341370 4768.01 2.47  -0.05   0.051  2.5000e-03  2.1916e+00  1.39  10.96   7.715 0.019 0.006 0.005 0.035 0.098
I  2M00253069+5436281 4744.53 2.45  -0.208  0.094  3.0000e-02  1.9132e+00  1.69   9.64   6.118 0.015 0.005 0.005 0.029 0.09 
I  2M00253948+5409236 4768.89 2.36  -0.164  0.062 -1.4097e-01  2.4931e+00  1.86   9.45   5.471 0.014 0.005 0.004 0.021 0.067
I  2M00254097+5557068 4670.39 2.42  -0.203  0.069  4.0121e-01  1.0901e+00  0.78   9.12   3.031 0.009 0.003 0.003 0.019 0.055
I  2M00254587+5358498 4842.54 2.71   0.195  0.027 -5.2190e-02  2.6012e+00  1.14   8.81   4.207 0.01  0.003 0.002 0.016 0.043
I  2M00255163+5438201 4887.24 3.04  -0.068  0.042  2.6294e-01  1.6685e+00  0.67   8.71   4.594 0.007 0.003 0.002 0.013 0.039
I  2M00255259+5356332 4185.76 1.57   0.046  0.062 -2.6879e-01  3.3162e+00  1.0    9.8    1.37  0.006 0.002 0.002 0.01  0.028
I  2M00255625+5554283 4858.66 2.64   0.085  0.031  6.7126e-01  7.4570e-01  0.72   8.42   3.653 0.009 0.003 0.002 0.019 0.054
I  2M00255658+5359460 4415.28 2.3    0.022  0.114 -1.2070e-02  2.6999e+00  0.72   9.3    1.65  0.006 0.002 0.002 0.011 0.032
I  2M00255841+5601466 4614.45 2.61   0.119  0.064  4.7270e-01  1.1773e+00  1.1    8.89   2.951 0.009 0.003 0.003 0.02  0.06 
I  2M00260149+5504387 4683.27 2.6    0.033  0.046  2.9699e-01  1.6450e+00  0.98   9.39   3.674 0.01  0.003 0.003 0.021 0.066
I  2M00260548+5602440 4421.57 1.73  -0.433  0.08   3.4574e-01  9.8510e-01  1.44  14.11   3.02  0.013 0.004 0.004 0.024 0.072
I  2M00260659+5438592 4688.5  2.41  -0.268  0.09  -2.2802e-01  2.9507e+00  3.8   10.7    9.376 0.024 0.008 0.007 0.036 0.114
I  2M00261329+5338080 4840.05 2.47  -0.362  0.195 -1.6479e-01  2.4157e+00  1.2   10.01   7.144 0.015 0.006 0.004 0.024 0.064
I  2M00261672+5511365 4920.42 3.21  -0.065  0.08   1.0391e-01  2.3413e+00  1.12   9.21   8.471 0.011 0.005 0.004 0.02  0.06 
I  2M00261762+5453285 4822.31 2.81  -0.191  0.073  2.7531e-01  1.5723e+00  0.95   9.99   6.278 0.012 0.005 0.004 0.02  0.06 
I  2M00263770+5350543 4759.13 2.67  -0.523  0.206  1.8081e-01  1.5136e+00  1.3   11.63   8.305 0.017 0.006 0.004 0.025 0.073
I  2M00263848+5327128 4957.53 3.18  -0.296  0.193  2.6144e-01  1.5823e+00  1.07   8.93  10.145 0.015 0.006 0.004 0.022 0.063
I  2M00263915+5350036 4749.61 2.78   0.08   0.09   2.3015e-01  1.8424e+00  1.38   9.85   5.476 0.012 0.004 0.004 0.025 0.075
I  2M00264015+5522028 4591.16 2.08  -0.366  0.094  2.5203e-01  1.3465e+00  1.01  10.74   3.041 0.011 0.003 0.004 0.022 0.067
I  2M00264084+5507134 4878.62 2.97  -0.088  0.049  2.4230e-01  1.7489e+00  0.96   9.47   5.924 0.01  0.004 0.003 0.016 0.048
I  2M00264270+5536203 4847.24 2.92   0.052  0.024  1.1437e-01  2.2273e+00  0.85   8.83   4.771 0.008 0.003 0.002 0.015 0.044
I  2M00264423+5557215 4778.03 2.5    0.203  0.019  1.5118e-01  2.0208e+00  1.28   9.7    4.991 0.013 0.004 0.003 0.025 0.069
I  2M00264429+5600592 4561.66 2.33  -0.046  0.01   2.0119e-01  1.8820e+00  0.79   8.98   2.256 0.008 0.002 0.002 0.015 0.045
I  2M00264920+5346086 4892.81 3.15   0.108  0.066  3.2773e-01  1.5069e+00  0.86   8.53   4.571 0.007 0.003 0.002 0.014 0.041
I  2M00265001+5525098 4688.49 2.3   -0.011  0.08   2.1872e-01  1.7793e+00  1.07  11.58   3.849 0.011 0.003 0.004 0.027 0.073
I  2M00265084+5545195 4395.23 1.72  -0.239  0.057  6.7223e-01  2.6453e-01  0.73   9.87   1.473 0.006 0.002 0.002 0.012 0.036
I  2M00265265+5341489 5044.03 2.8   -0.088  0.052  7.9984e-01 -1.9069e-01  0.9    8.63   5.092 0.011 0.004 0.003 0.02  0.058
I  2M00265930+5539073 4761.29 2.43   0.119  0.048  9.7524e-01 -5.0179e-01  0.53   8.67   2.273 0.007 0.002 0.001 0.012 0.034
I  2M00265981+5520398 4827.63 3.14   0.036  0.146  2.4572e-01  2.1745e+00  1.11   8.79   5.687 0.009 0.004 0.003 0.016 0.049
I  2M00270043+5551134 4781.23 2.78   0.187  0.057  5.2345e-01  1.2011e+00  1.19   9.5    4.722 0.01  0.004 0.003 0.025 0.075
I  2M00270187+5412467 4766.56 2.44  -0.16   0.111 -2.7141e-01  2.8662e+00  1.48  10.88   6.784 0.016 0.006 0.005 0.025 0.071
I  2M00270430+5522537 4572.47 2.33  -0.194  0.092  1.1388e-01  2.0656e+00  0.96  10.22   3.032 0.01  0.003 0.003 0.019 0.057
I  2M00270437+5528246 4905.92 2.99  -0.043  0.047  2.3426e-01  1.7169e+00  1.08   9.36   6.324 0.01  0.004 0.003 0.018 0.055
I  2M00270509+5600551 4668.33 2.45   0.237  0.073  1.1629e-01  2.1536e+00  1.75  12.26   4.839 0.015 0.004 0.004 0.028 0.078
I  2M00270607+5356440 4570.82 2.11  -0.212  0.088  6.7630e-02  2.0144e+00  1.65   9.42   3.477 0.012 0.003 0.004 0.024 0.076
I  2M00270702+5347329 4490.12 1.92  -0.042  0.065  4.6847e-01  9.1865e-01  0.95   9.97   2.007 0.008 0.002 0.002 0.019 0.057
I  2M00270757+5446169 4707.79 2.62  -0.088  0.033  1.5201e-01  2.0516e+00  1.03   9.9    4.488 0.011 0.004 0.003 0.019 0.059
I  2M00270879+5500071 4763.06 3.01   0.276  0.054  1.9646e-01  2.1065e+00  1.72   9.38   5.48  0.011 0.004 0.003 0.021 0.064
I  2M00271010+5432361 4831.45 2.31  -0.162  0.095  4.7401e-01  7.1433e-01  0.57   8.35   3.141 0.008 0.003 0.002 0.018 0.051
I  2M00271016+5423085 4539.76 2.13  -0.22   0.077 -1.6300e-02  2.2897e+00  1.98  10.03   3.59  0.013 0.004 0.004 0.023 0.072
I  2M00271026+5417541 4642.55 2.38  -0.223  0.046 -3.7049e-01  3.3327e+00  4.25  12.12   7.835 0.022 0.007 0.005 0.029 0.09 
I  2M00271183+5552324 4471.15 2.04   0.077 -0.024  5.3699e-01  9.0513e-01  0.56   8.61   1.422 0.006 0.001 0.002 0.013 0.039
I  2M00271218+5341323 4918.89 2.86  -0.321  0.148  7.5017e-01 -1.9570e-02  1.63   9.15  10.507 0.018 0.007 0.005 0.023 0.068
I  2M00271271+5439004 4410.69 2.08   0.121  0.041  3.3706e-01  1.4418e+00  1.08   9.26   1.855 0.008 0.002 0.002 0.017 0.052
I  2M00271353+5341210 4819.64 2.39  -0.203  0.095  3.2990e-01  1.1017e+00  0.44   9.21   2.975 0.007 0.003 0.002 0.017 0.05 
I  2M00271650+5524323 4912.65 3.09  -0.302  0.116  2.0385e-01  1.7913e+00  1.05   9.46   8.15  0.012 0.005 0.004 0.018 0.053
I  2M00271714+5532407 4772.72 2.94   0.042  0.072  2.4299e-01  1.9991e+00  0.95   9.16   4.62  0.009 0.003 0.003 0.017 0.051
I  2M00271792+5419161 4109.19 1.38   0.015  0.004  4.8926e-01  1.0932e+00  1.16   8.95   1.222 0.006 0.002 0.002 0.012 0.036
I  2M00272356+5530103 4671.11 2.71  -0.011  0.065  5.1292e-01  1.0781e+00  1.41  10.49  10.063 0.028 0.008 0.009 0.053 0.158
I  2M00272399+5559454 4757.82 2.39  -0.525  0.104  4.7980e-02  1.8351e+00  1.44  12.02   8.414 0.021 0.007 0.005 0.028 0.085
I  2M00272408+5434485 4870.34 2.46  -0.05   0.088  3.0660e-02  1.9366e+00  1.76  10.4    6.015 0.015 0.005 0.005 0.027 0.074
I  2M00272478+5439506 4615.65 2.13  -0.093  0.045  4.6385e-01  9.6760e-01  1.04   9.29   2.821 0.01  0.003 0.003 0.024 0.072
I  2M00272714+5448466 4800.55 2.54   0.129  0.026  6.2708e-01  5.2695e-01  0.45   8.66   2.596 0.007 0.002 0.002 0.017 0.05 
I  2M00272717+5420089 4843.36 2.54  -0.285  0.076 -2.3055e-01  2.7513e+00  3.5    9.92   9.775 0.021 0.008 0.006 0.028 0.088
I  2M00272728+5458135 4946.34 2.42  -0.288  0.128  2.1030e-02  1.7740e+00  1.64   9.9    6.522 0.015 0.006 0.006 0.027 0.076
I  2M00273421+5418431 4666.5  2.29  -0.17   0.081  4.2048e-01  1.0192e+00  0.97   9.31   3.197 0.01  0.003 0.003 0.023 0.071
I  2M00273477+5442589 4907.74 2.78   0.01   0.066  2.2811e-01  1.5195e+00  0.79   8.32   4.286 0.009 0.003 0.003 0.018 0.053
I  2M00273641+5532481 4971.57 3.21   0.126  0.014  4.0077e-01  1.5213e+00  0.53   8.32   3.709 0.006 0.002 0.002 0.012 0.034
I  2M00274109+5334229 4724.72 2.85   0.034  0.04   1.7096e-01  2.0659e+00  1.4   10.63   6.411 0.014 0.005 0.004 0.025 0.074
I  2M00274260+5452089 4391.65 1.94  -0.382  0.17   1.1480e-02  2.1928e+00  0.99  11.76   2.055 0.009 0.003 0.003 0.015 0.045
I  2M00274478+5413117 4694.16 2.55  -0.585  0.26  -1.0757e-01  2.4342e+00  1.97  11.61   6.369 0.015 0.005 0.003 0.02  0.06 
I  2M00274846+5402339 4758.37 2.32  -0.16   0.167 -5.0110e-02  2.1592e+00  1.5   11.71   5.498 0.015 0.005 0.004 0.025 0.07 
I  2M00275307+5351372 4286.64 1.56  -0.471  0.107  1.9595e-01  1.5247e+00  1.58  15.38   2.214 0.011 0.003 0.004 0.019 0.058
I  2M00275473+5428486 4668.05 2.3    0.074  0.088  1.2021e-01  1.7864e+00  1.21   9.52   3.19  0.01  0.003 0.003 0.02  0.059
I  2M00275597+5505130 4960.88 3.15  -0.359  0.109  3.9765e-01  1.0905e+00  1.05   9.54   7.89  0.012 0.005 0.004 0.018 0.053
I  2M00275885+5607094 4939.36 2.78  -0.087  0.001  4.4398e-01  1.0051e+00  1.26   9.44   7.96  0.019 0.006 0.004 0.03  0.087
I  2M00280187+5459357 4663.76 2.64  -0.018  0.062  3.2619e-01  1.6011e+00  0.93   9.38   3.395 0.009 0.003 0.003 0.019 0.057
I  2M00280366+5412259 4711.89 2.49  -0.026  0.112 -4.9880e-02  2.2618e+00  2.4   11.12   6.723 0.018 0.005 0.006 0.032 0.093
I  2M00280800+5534146 4904.21 3.26   0.023  0.093  1.4290e-01  2.3274e+00  0.97   8.83   6.244 0.008 0.004 0.003 0.015 0.044
I  2M00280947+5558349 4706.01 2.85   0.074  0.068  8.7640e-02  2.4706e+00  0.9    8.59   3.367 0.007 0.003 0.002 0.014 0.041
I  2M00281005+5610250 4624.48 2.52  -0.184  0.219 -1.4868e-01  2.6722e+00  1.39  11.4    5.177 0.015 0.005 0.004 0.023 0.065
I  2M00281117+5516153 4340.82 1.83   0.1    0.047  1.2610e-02  2.4640e+00  0.62   9.84   1.283 0.006 0.001 0.002 0.01  0.029
I  2M00281543+5513006 4852.64 2.59   0.022  0.014  4.6033e-01  9.7767e-01  0.87   8.96   4.441 0.011 0.004 0.003 0.024 0.069
I  2M00281591+5322191 4493.76 1.85  -0.264  0.115  4.9953e-01  7.5976e-01  1.49  10.7    2.863 0.011 0.003 0.004 0.023 0.07 
I  2M00282426+5343117 4419.58 1.87  -0.321  0.088  2.4550e-01  1.4745e+00  1.98  12.46   3.163 0.014 0.004 0.005 0.026 0.082
I  2M00282551+5515358 4910.91 2.52  -0.223  0.078  4.8118e-01  6.8255e-01  0.84   9.41   5.112 0.012 0.004 0.003 0.024 0.069
I  2M00282673+5602490 4423.76 2.02  -0.066  0.049  3.5395e-01  1.4238e+00  0.39   8.49   1.196 0.005 0.001 0.002 0.011 0.033
I  2M00282790+5558252 4622.16 2.21  -0.092  0.014  5.5519e-01  7.1128e-01  0.7    9.06   2.237 0.008 0.002 0.002 0.017 0.049
I  2M00282961+5547519 4895.9  2.75  -0.318  0.059  2.4178e-01  1.4420e+00  1.13   9.54   7.121 0.015 0.005 0.004 0.02  0.06 
I  2M00283331+5611285 4991.4  2.97  -0.352  0.089  4.4227e-01  8.5269e-01  1.21   9.33   9.366 0.018 0.007 0.005 0.027 0.08 
I  2M00283363+5516319 4962.56 3.07  -0.122  0.049  3.5161e-01  1.3071e+00  0.93   9.56   6.561 0.011 0.004 0.003 0.019 0.057
I  2M00283379+5409116 4836.64 2.66  -0.056  0.095  2.3707e-01  1.4168e+00  0.99   8.98   4.806 0.011 0.004 0.003 0.023 0.067
I  2M00283987+5527140 4812.6  2.76  -0.347  0.12   7.3610e-02  1.9927e+00  0.94  10.55   7.255 0.013 0.005 0.004 0.019 0.057
I  2M00284340+5444143 5048.41 3.17   0.012  0.07   3.9002e-01  1.0542e+00  1.38   8.62   6.579 0.012 0.004 0.004 0.025 0.073
I  2M00284380+5430034 5086.73 2.81  -0.005  0.034  7.8144e-01 -6.5830e-02  0.96   8.48   4.705 0.011 0.003 0.002 0.021 0.062
I  2M00284490+5407082 4206.87 1.4   -0.356  0.125  4.6909e-01  8.3509e-01  1.15  12.64   1.463 0.007 0.002 0.002 0.012 0.038
I  2M00284497+5455222 4300.37 1.99  -0.22   0.18   1.5612e-01  1.9284e+00  0.84  11.05   1.508 0.007 0.002 0.002 0.011 0.034
I  2M00284563+5339558 5096.32 3.27  -0.056  0.097  6.7577e-01  2.3297e-01  1.86   8.82   9.372 0.017 0.006 0.005 0.033 0.094
I  2M00284874+5513175 4857.06 2.67  -0.572  0.127  2.4169e-01  1.3004e+00  0.95  10.34   7.665 0.015 0.006 0.004 0.017 0.049
I  2M00285159+5607443 4261.55 1.74  -0.088  0.059  2.1671e-01  1.8318e+00  1.32  11.77   1.854 0.009 0.002 0.003 0.016 0.051
I  2M00290398+5522497 4487.48 2.06  -0.028  0.029 -1.6170e-02  2.5043e+00  0.51   9.38   1.535 0.006 0.002 0.002 0.01  0.03 
I  2M00290910+5506498 5023.21 2.82  -0.021  0.031  9.0455e-01 -3.4675e-01  0.83   8.62   4.805 0.011 0.003 0.002 0.017 0.048
I  2M00290999+5553363 4502.16 2.24  -0.05   0.049  8.6900e-02  2.2483e+00  0.65   9.19   1.83  0.007 0.002 0.002 0.013 0.038
I  2M00291037+5352162 4576.54 1.96  -0.167  0.098  3.7070e-01  1.1912e+00  1.01   9.71   2.493 0.009 0.002 0.003 0.021 0.063
I  2M00291258+5538530 4297.58 1.65  -0.095  0.044  4.2659e-01  1.0813e+00  0.59   9.42   1.154 0.005 0.001 0.002 0.011 0.034
I  2M00291521+5527227 4734.0  2.35  -0.114  0.062  1.3119e-01  1.8180e+00  1.46  12.17   5.673 0.015 0.005 0.005 0.033 0.093
