KIC ID|RA Dec
KIC 5024043|295.2584612168291 +40.1077988735493
KIC 5024143|295.2758928443185 +40.1814643145281
KIC 5024240|295.2914465923707 +40.1515526513166
KIC 5024268|295.2959445851136 +40.1865755653133
KIC 5024272|295.2964812960569 +40.1950824785535
KIC 5024297|295.3010049635178 +40.1927458172457
KIC 5024312|295.3034005019745 +40.1914988138849
KIC 5024322|295.3049104125223 +40.1116069194196
KIC 5024327|295.3060410144475 +40.1989261190435
KIC 5024404|295.3151716514570 +40.1695958367958
KIC 5024405|295.3156162389503 +40.1933238205230
KIC 5024414|295.3163707887613 +40.1865172710576
KIC 5024476|295.3240001681613 +40.1544059062645
KIC 5024512|295.3281675188176 +40.1985412934387
KIC 5024583|295.3390074296075 +40.1833946833040
KIC 5024601|295.3411301844624 +40.1968304379197
KIC 5024750|295.3607823204902 +40.1949385765386
KIC 5024967|295.3935141670225 +40.1461333964396
KIC 5025021|295.4034653337121 +40.1508440539516
KIC 5025101|295.4204579198590 +40.1867127107629
KIC 5025472|295.4873931796349 +40.1409236731030
KIC 5025632|295.5186884793745 +40.1767464120773
KIC 5025717|295.537416 +40.148960
KIC 5025895|295.5701352760773 +40.1365205483484
KIC 5026008|295.5969810590915 +40.1559227000465
KIC 5026178|295.6374439275201 +40.1823547353758
KIC 5026318|295.6705851522941 +40.1779771273740
KIC 5026399|295.6917365161324 +40.1423665933229
KIC 5031925|296.8636063490085 +40.1889017157613
KIC 5032140|296.9044538693396 +40.1439064981624
KIC 5033397|297.1667039044015 +40.1770724233260
KIC 5033804|297.2683884481771 +40.1861327851746
KIC 5034206|297.3686203907144 +40.1947360176171
KIC 5034571|297.4627651853355 +40.1699683764123
KIC 5035304|297.6366804970562 +40.1709078807404
KIC 5038397|298.2105447282978 +40.1803700021757
KIC 5038575|298.2433904364187 +40.1025126529361
KIC 5040572|298.6400182399925 +40.1689593810118
KIC 5040851|298.6993534205432 +40.1704983228462
KIC 5042169|298.9847223095117 +40.1273702704600
KIC 5042253|299.0005022018435 +40.1880460487536
KIC 5042295|299.0100098354568 +40.1962277073131
KIC 5042916|299.1173632231794 +40.1804863973311
KIC 5042931|299.1194449649800 +40.1993835798403
KIC 5077464|283.4496215717111 +40.2600768232936
KIC 5077850|283.6424585438391 +40.2411864274653
KIC 5078240|283.8207771565515 +40.2671538581906
KIC 5078332|283.8550667684230 +40.2013614879506
KIC 5079905|284.6306591916283 +40.2935531132222
KIC 5080231|284.7984001032788 +40.2295557400853
KIC 5080332|284.8476071069955 +40.2666015947916
KIC 5080720|285.0516225998908 +40.2544843463406
KIC 5080831|285.1101853488134 +40.2459614052046
KIC 5083205|286.2527864345672 +40.2583219028692
KIC 5083419|286.3578647197190 +40.2692695965090
KIC 5083853|286.5591914821684 +40.2882233048509
KIC 5083936|286.5965617149639 +40.2668113382978
KIC 5084176|286.6967758464047 +40.2553719450550
KIC 5084662|286.9267496166360 +40.2868624863295
KIC 5084773|286.9713755519517 +40.2905500386483
KIC 5084777|286.9732324525668 +40.2947457304980
KIC 5084999|287.0760687639402 +40.2665685905266
KIC 5087190|287.9635046517289 +40.2172634351373
KIC 5087542|288.0910958784364 +40.2818211599925
KIC 5087808|288.1852109484079 +40.2810094143744
KIC 5088129|288.2983068673174 +40.2624690813317
KIC 5088148|288.3079491051008 +40.2082893565683
KIC 5088231|288.3392808085516 +40.2145754089494
KIC 5088362|288.3835479846406 +40.2539805458924
KIC 5088385|288.3904362944288 +40.2161018166931
KIC 5088488|288.4340689356341 +40.2955659735632
KIC 5088599|288.4738918353971 +40.2138732222292
KIC 5088966|288.6066772593661 +40.2804906662349
KIC 5088987|288.6143076591129 +40.2598259412619
KIC 5089305|288.7317108183590 +40.2867489344311
KIC 5090553|289.1511462366588 +40.2776941193403
KIC 5090864|289.2444142139610 +40.2284425386548
KIC 5091385|289.4066033916503 +40.2467240423945
KIC 5091962|289.5890694085869 +40.2690301802874
KIC 5092491|289.7457937557234 +40.2165463301439
KIC 5092642|289.7883408673069 +40.2057492989034
KIC 5092846|289.8579589366269 +40.2544233271567
KIC 5093008|289.9150594470288 +40.2294624769867
KIC 5093052|289.9283333641812 +40.2612197304397
KIC 5093345|290.0044823981592 +40.2116393725836
KIC 5093559|290.0684978099121 +40.2244415700620
KIC 5093605|290.0815524206266 +40.2440028082464
KIC 5094118|290.2219994620945 +40.2373882087813
KIC 5094348|290.2802464681538 +40.2548739381594
KIC 5094436|290.3052147225384 +40.2000415826717
KIC 5094474|290.3139906113074 +40.2388523149419
KIC 5095275|290.5571872616926 +40.2482982772583
KIC 5095322|290.5751406499242 +40.2313720526992
KIC 5095336|290.5798470011508 +40.2691646874060
KIC 5095464|290.6234882673409 +40.2726708485121
KIC 5095886|290.7624670432588 +40.2579682661900
KIC 5095946|290.7810958801720 +40.2968419411882
KIC 5095974|290.7925554157233 +40.2894665751425
KIC 5096092|290.8232714688037 +40.2476406141069
KIC 5096114|290.8298684580583 +40.2976882109167
KIC 5096642|291.0093298711033 +40.2822868222706
KIC 5097114|291.1460512084062 +40.2825774201694
KIC 5097325|291.2078142834367 +40.2236734050936
KIC 5097448|291.2458694981642 +40.2930247908464
KIC 5097690|291.3193328293970 +40.2177628981229
KIC 5097873|291.3759333361650 +40.2302977950450
KIC 5098143|291.4652750207259 +40.2388523477388
KIC 5098145|291.4668379638249 +40.2375669732027
KIC 5098194|291.4815359030845 +40.2740595155157
KIC 5098286|291.5160388461127 +40.2979718808203
KIC 5098414|291.5562636497688 +40.2239694111372
KIC 5098434|291.5607360649410 +40.2861933107893
KIC 5098794|291.6665887526925 +40.2726005088925
KIC 5098893|291.6932180866083 +40.2153096194353
KIC 5104039|293.1667675835680 +40.2318079776544
KIC 5104153|293.1974044743149 +40.2398437412080
KIC 5104175|293.2020793360655 +40.2976206645131
KIC 5104182|293.2038819269337 +40.2364538587072
KIC 5104293|293.2385439709871 +40.2911871194739
KIC 5104573|293.3177882750910 +40.2536588588146
KIC 5104949|293.4221021355208 +40.2831623524857
KIC 5105190|293.4858911735893 +40.2734405785686
KIC 5105354|293.5215967615290 +40.2273592017310
KIC 5105399|293.5328805828279 +40.2042849782953
KIC 5105469|293.5520435488330 +40.2303435547589
KIC 5105886|293.6664072376155 +40.2036180912984
KIC 5106217|293.7641821025472 +40.2522018262878
KIC 5106266|293.7809362069238 +40.2447686940964
KIC 5106376|293.8093474208229 +40.2862330135202
KIC 5106439|293.8259019224221 +40.2533822038972
KIC 5106547|293.8578818335039 +40.2327012870136
KIC 5106752|293.9095857882618 +40.2216559009072
KIC 5106785|293.9176028062204 +40.2374461150081
KIC 5107383|294.0686708360443 +40.2190921758020
KIC 5107556|294.1125313072956 +40.2377624186330
KIC 5107816|294.1785544108128 +40.2824218035842
KIC 5107828|294.1807858845655 +40.2388394224721
KIC 5107853|294.189540 +40.200603
KIC 5107886|294.1981211477228 +40.2693090855709
KIC 5107950|294.2171505829291 +40.2016987111474
KIC 5108620|294.3917106859192 +40.2177635509767
KIC 5109052|294.4938107239570 +40.2414311658467
KIC 5109088|294.5023762541753 +40.2333853179175
KIC 5109797|294.6780185978785 +40.2128048059104
KIC 5109839|294.6882613678323 +40.2527363564621
KIC 5109878|294.6983317333842 +40.2231562816549
KIC 5109951|294.7157994115221 +40.2867599924972
KIC 5110170|294.7653255670059 +40.2627380850796
KIC 5110270|294.7926395463239 +40.2431692506705
KIC 5110453|294.8480390089916 +40.2408649123736
KIC 5110707|294.9161450654888 +40.2583160385363
KIC 5110961|294.9799987421108 +40.2159366215833
KIC 5111300|295.0584284339943 +40.2751801763305
KIC 5111364|295.0710726369142 +40.2414193933522
KIC 5111655|295.1389861984446 +40.2713609499302
KIC 5111767|295.1654863977785 +40.2311884923478
KIC 5111940|295.2068922010095 +40.2420225914824
KIC 5111949|295.2091768392052 +40.2196988374320
KIC 5112072|295.2333665374588 +40.2276536386772
KIC 5112118|295.2410271208372 +40.2314069432913
KIC 5112281|295.2695263426085 +40.2476081152207
KIC 5112288|295.2718332941173 +40.2345004513851
KIC 5112361|295.2841366527957 +40.2523693262973
KIC 5112373|295.2857860504433 +40.2249768200527
KIC 5112387|295.2885990489728 +40.2454532089372
KIC 5112401|295.2912920294836 +40.2637567175113
KIC 5112403|295.2918709465741 +40.2189732392658
KIC 5112467|295.3032973751845 +40.2066424947780
KIC 5112491|295.3064538624358 +40.2057060047656
KIC 5112730|295.3394787698992 +40.2325899684137
KIC 5112744|295.3426038954086 +40.2789482864021
KIC 5112786|295.3487232159298 +40.2098645807460
KIC 5112840|295.3575932738453 +40.2309359103276
KIC 5112880|295.3628180877563 +40.2078683289185
KIC 5112938|295.3714395513343 +40.2178030821784
KIC 5112948|295.3725832885198 +40.2388758917485
KIC 5112950|295.3730698338974 +40.2058262894995
KIC 5112974|295.3761397815962 +40.2560124905611
KIC 5113041|295.3887793459676 +40.2096847876737
KIC 5113441|295.4610283316281 +40.2669506613764
KIC 5113644|295.5113741945119 +40.2801606625410
KIC 5113842|295.5645291913671 +40.2874326635534
KIC 5113910|295.5810748163121 +40.2687021578362
KIC 5113985|295.5963125837089 +40.2454405781772
KIC 5114056|295.6126170113448 +40.2366170280340
KIC 5114395|295.6856263230214 +40.2655063785175
KIC 5114547|295.7171754931730 +40.2062849212221
KIC 5115688|295.9492756995333 +40.2478177866136
KIC 5119742|296.8068099683622 +40.2431304557153
KIC 5121116|297.1478454370034 +40.2598636453234
KIC 5121605|297.2760693100188 +40.2086184242122
KIC 5122109|297.3972582921509 +40.2510345138297
KIC 5123226|297.6518131432067 +40.2910236614379
KIC 5123475|297.705630 +40.231174
KIC 5123659|297.7414839065764 +40.2720736608673
KIC 5124813|297.9685681052000 +40.2520367779243
KIC 5125282|298.072080 +40.210445
KIC 5126724|298.4171996695222 +40.2080754538457
KIC 5128171|298.7196348845851 +40.2525429193700
KIC 5129011|298.9031120977470 +40.2756683560397
KIC 5129236|298.9455447701757 +40.2609476617389
KIC 5129257|298.9496818159242 +40.2347131530581
KIC 5129374|298.9711735326738 +40.2883272395414
KIC 5129747|299.0424406807438 +40.2826911169054
KIC 5129971|299.0852818213517 +40.2985219080153
KIC 5129977|299.0862949676900 +40.2583323026300
KIC 5130161|299.1180571330734 +40.2346874256464
KIC 5164920|283.5339309283029 +40.3288288126151
KIC 5165979|284.0299453783323 +40.3817514975408
KIC 5166068|284.0797375399284 +40.3134058118204
KIC 5166430|284.2729978808950 +40.3868999153544
KIC 5166444|284.2796616771963 +40.3345412408693
KIC 5167473|284.7947672260447 +40.3949293324503
KIC 5167488|284.8051698133146 +40.3984715456890
KIC 5167972|285.034550 +40.343239
KIC 5168382|285.2348801450996 +40.3643811872051
KIC 5168707|285.3717108261106 +40.3792920717222
KIC 5168713|285.3750604104599 +40.3120752506682
KIC 5171535|286.6625135267535 +40.3155382244128
KIC 5171575|286.6836001629606 +40.3540132625843
KIC 5171912|286.8291242997426 +40.3084762494633
KIC 5172229|286.9606352658174 +40.3077678533369
KIC 5172427|287.0326818074036 +40.3411774627270
KIC 5172478|287.0512503660386 +40.3242802049430
KIC 5174302|287.8182470927284 +40.3640916688990
KIC 5174562|287.9190864021098 +40.3844089837214
KIC 5174642|287.9484881210067 +40.3302712104939
KIC 5175152|288.1371005164621 +40.3177787786713
KIC 5175172|288.1474271353176 +40.3636880313715
KIC 5175464|288.2441769572436 +40.3092395715834
KIC 5175538|288.2700007855602 +40.3637648877542
KIC 5175621|288.3009527623071 +40.3213582622636
KIC 5175734|288.3381506041019 +40.3453481468237
KIC 5175950|288.4191726413175 +40.3821428499023
KIC 5176313|288.545680 +40.373669
KIC 5176520|288.6161851234426 +40.3756824221655
KIC 5176709|288.6831717071390 +40.3217705154753
KIC 5176942|288.7681027962634 +40.3273917595008
KIC 5177023|288.7969001869124 +40.3970355493320
KIC 5177352|288.9017857123209 +40.3191657596794
KIC 5177610|288.9861701567529 +40.3271856371331
KIC 5178927|289.3984442989150 +40.3346808091524
KIC 5179162|289.4677255097526 +40.3795098652312
KIC 5179166|289.4680984666616 +40.3645560175741
KIC 5179251|289.4921366147946 +40.3007267214918
KIC 5179253|289.4923377455463 +40.3869856277278
KIC 5179471|289.5687274247155 +40.3952435693619
KIC 5179885|289.6917971628301 +40.3327849183766
KIC 5180026|289.7293527179749 +40.3415341787433
KIC 5180038|289.7335032938192 +40.3966124109786
KIC 5180345|289.8213112423868 +40.3304509648524
KIC 5181473|290.1449193143017 +40.3019795970222
KIC 5181566|290.1661188537461 +40.3608340719313
KIC 5181601|290.1742358988348 +40.3519373847207
KIC 5181651|290.1879007972958 +40.3861825654509
KIC 5181782|290.2222558775225 +40.3412337337093
KIC 5181810|290.2302898470271 +40.3441419135556
KIC 5181919|290.2641946306950 +40.3758896646921
KIC 5182688|290.4657801795316 +40.3065168166442
KIC 5183138|290.5964633812407 +40.3416449647202
KIC 5183236|290.6255533853525 +40.3381470900242
KIC 5183325|290.6582845553236 +40.3024569683168
KIC 5183828|290.8183690387167 +40.3987862148401
KIC 5183935|290.8601850755642 +40.3273847699319
KIC 5184073|290.9097563971558 +40.3078911426011
KIC 5184199|290.9517785447518 +40.3433827316919
KIC 5184276|290.9768366957343 +40.3518814645556
KIC 5184965|291.2006335491774 +40.3672344137006
KIC 5185002|291.2117077018225 +40.3688635973642
KIC 5185467|291.3490513307129 +40.3364758148797
KIC 5185705|291.4193366638163 +40.3179924918339
KIC 5185780|291.4395964054671 +40.3844879761161
KIC 5185820|291.4509511824730 +40.3981432673398
KIC 5185845|291.4560050782079 +40.3966056432556
KIC 5185856|291.4593630682504 +40.3976005129121
KIC 5186037|291.5044869733795 +40.3374142920312
KIC 5186109|291.5261985257283 +40.3958260503242
KIC 5186355|291.5984469211138 +40.3668482324028
KIC 5191943|293.2481186402005 +40.3264060696247
KIC 5192039|293.2734299230551 +40.3063133807886
KIC 5192063|293.2784970038770 +40.3118712063158
KIC 5192758|293.4845146482321 +40.3634628847325
KIC 5193311|293.6414545644291 +40.3784317336999
KIC 5193589|293.7144436433033 +40.3185973839932
KIC 5193840|293.7860263031474 +40.3066979770447
KIC 5193912|293.8044337020962 +40.3455027887161
KIC 5194072|293.8461199395121 +40.3887339395130
KIC 5194830|294.0290628029092 +40.3793721641942
KIC 5195155|294.1076849838363 +40.3807765716442
KIC 5195465|294.1952556559837 +40.3992185708494
KIC 5195476|294.1982135706959 +40.3281863001839
KIC 5195945|294.3128722532010 +40.3197146797344
KIC 5196152|294.3620822795145 +40.3576669256071
KIC 5196297|294.4021308071078 +40.3821393416611
KIC 5196300|294.4024412304118 +40.3893019672367
KIC 5196691|294.5003615288466 +40.3807313327217
KIC 5197031|294.5833027941005 +40.3483406635796
KIC 5197249|294.6393857429431 +40.3079214262413
KIC 5197605|294.7342620207053 +40.3999344662769
KIC 5197709|294.7611463440938 +40.3593541263381
KIC 5198109|294.8618430468064 +40.3333459632787
KIC 5198142|294.8718648660252 +40.3317929385953
KIC 5198234|294.8948692608005 +40.3391284223254
KIC 5198552|294.9723314008468 +40.3991920657058
KIC 5199437|295.1835919597928 +40.3030959707861
KIC 5199554|295.2121962937318 +40.3308488290438
KIC 5199605|295.2258357379760 +40.3044366533912
KIC 5199906|295.2952038184684 +40.3846693667311
KIC 5199930|295.3006326562861 +40.3155520090608
KIC 5199978|295.3130156425849 +40.3523285988499
KIC 5200152|295.3494107327473 +40.3623533847825
KIC 5200629|295.4502886442566 +40.3293204946704
KIC 5200695|295.4672523262725 +40.3189306302184
KIC 5201371|295.6126611738679 +40.3763481317923
KIC 5201670|295.6825865769313 +40.3665071913868
KIC 5202183|295.7874277189919 +40.3185536086945
KIC 5202286|295.8097635760473 +40.3505308379782
KIC 5202399|295.8337561235527 +40.3217645731770
KIC 5202477|295.8452106392130 +40.3855567020544
KIC 5202761|295.9057500267004 +40.3626841598094
KIC 5206349|296.6614427181480 +40.3928415944567
KIC 5207415|296.8771763497208 +40.3984864963467
KIC 5208056|297.0034194638842 +40.3136479892066
KIC 5208343|297.0638583327694 +40.3987658447196
KIC 5210624|297.5358867773709 +40.3396996014372
KIC 5211720|297.7602287377823 +40.3050936022842
KIC 5211724|297.7607148780281 +40.3012479213433
KIC 5211806|297.7772084069060 +40.3113390453976
KIC 5213377|298.1116287 +40.3358511
KIC 5213512|298.1396782073865 +40.3294152099275
KIC 5213920|298.2215465789888 +40.3676042841761
KIC 5214012|298.2390326435978 +40.3652857108560
KIC 5214140|298.2618749480220 +40.3246131682660
KIC 5214948|298.4060672934725 +40.3214165880922
KIC 5215099|298.4336970519626 +40.3974453041337
KIC 5215232|298.4552138229587 +40.3381258076697
KIC 5215549|298.5076665036062 +40.3552850821953
KIC 5215820|298.5517304493144 +40.3938632342050
KIC 5218022|298.9989654256301 +40.3342468186284
KIC 5218333|299.0551799314748 +40.3271463712258
KIC 5218501|299.0841914490362 +40.3755667191427
KIC 5218957|299.170840 +40.336201
KIC 5219465|299.2738651670157 +40.3288416699624
KIC 5219637|299.3191531957949 +40.3362713994654
KIC 5219663|299.3237242117401 +40.3522295869772
KIC 5219666|299.3242630188379 +40.3724043749672
KIC 5219773|299.3464749313110 +40.3684113790700
KIC 5219779|299.3480565175932 +40.3721881532885
KIC 5219787|299.3496440569923 +40.3808086929943
KIC 5219824|299.3570171686849 +40.3928181960369
KIC 5220010|299.3994002631748 +40.3334503989646
KIC 5220107|299.4199134696246 +40.3395378938758
KIC 5220357|299.4678594959976 +40.3950428530371
KIC 5252229|283.1204367196177 +40.4341014875084
KIC 5252534|283.2634122154040 +40.4547565018275
KIC 5252771|283.3731341738801 +40.4859240347388
KIC 5253270|283.6076125673945 +40.4011573610975
KIC 5253296|283.6159976374171 +40.4267854176983
KIC 5253782|283.8301404458992 +40.4257489079924
KIC 5254812|284.3279800701252 +40.4441648961674
KIC 5255238|284.5344999535104 +40.4906373986283
KIC 5255580|284.7090975490445 +40.4982577335983
KIC 5255621|284.7299371481568 +40.4411102299585
KIC 5255758|284.7927885595042 +40.4987426250694
KIC 5255835|284.8335492071687 +40.4386375342728
KIC 5256019|284.9214158311411 +40.4328501163876
KIC 5256885|285.3255073089025 +40.4418758931192
KIC 5257167|285.4451498970693 +40.4259414966298
KIC 5257464|285.5719247476987 +40.4625255900786
KIC 5260350|286.8626991906130 +40.4781185748692
KIC 5262577|287.7895702645524 +40.4183889448988
KIC 5262610|287.8067651651997 +40.4220483032808
KIC 5262674|287.8319656474538 +40.4579063600661
KIC 5262696|287.8414577002952 +40.4668756181188
KIC 5262768|287.8702815570637 +40.4291047818541
KIC 5262788|287.8762528651192 +40.4921682633422
KIC 5262944|287.9419858996225 +40.4112783787742
KIC 5262973|287.9521498656262 +40.4579202195784
KIC 5263007|287.9668097369776 +40.4067133840427
KIC 5263143|288.0205424405212 +40.4013073870772
KIC 5263537|288.1645011402088 +40.4913407811609
KIC 5263571|288.1785761697172 +40.4227091268673
